"Popn","Year","Areatype","Sex","Code","Name","Age","Agegroup2","Agegroup"
17185,2024,"REG",1,"E12000001","NORTH EAST",30,"30-34","30-34"
50941,2024,"REG",1,"E12000002","NORTH WEST",30,"30-34","30-34"
36947,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",30,"30-34","30-34"
31788,2024,"REG",1,"E12000004","EAST MIDLANDS",30,"30-34","30-34"
39932,2024,"REG",1,"E12000005","WEST MIDLANDS",30,"30-34","30-34"
41176,2024,"REG",1,"E12000006","EAST",30,"30-34","30-34"
83152,2024,"REG",1,"E12000007","LONDON",30,"30-34","30-34"
57366,2024,"REG",1,"E12000008","SOUTH EAST",30,"30-34","30-34"
35177,2024,"REG",1,"E12000009","SOUTH WEST",30,"30-34","30-34"
393664,2024,"ENG",1,"E92000001","ENGLAND",30,"30-34","30-34"
413014,2024,"E&W",1,"K04000001","ENGLAND AND WALES",30,"30-34","30-34"
19350,2024,"WAL",1,"W92000004","WALES",30,"30-34","30-34"
62422,2024,"REG",1,"E12000008","SOUTH EAST",54,"50-54","50-54"
37664,2024,"REG",1,"E12000009","SOUTH WEST",54,"50-54","50-54"
372241,2024,"ENG",1,"E92000001","ENGLAND",54,"50-54","50-54"
392662,2024,"E&W",1,"K04000001","ENGLAND AND WALES",54,"50-54","50-54"
20421,2024,"WAL",1,"W92000004","WALES",54,"50-54","50-54"
17425,2024,"REG",1,"E12000001","NORTH EAST",31,"30-34","30-34"
51566,2024,"REG",1,"E12000002","NORTH WEST",31,"30-34","30-34"
37271,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",31,"30-34","30-34"
32235,2024,"REG",1,"E12000004","EAST MIDLANDS",31,"30-34","30-34"
40206,2024,"REG",1,"E12000005","WEST MIDLANDS",31,"30-34","30-34"
41081,2024,"REG",1,"E12000006","EAST",31,"30-34","30-34"
79776,2024,"REG",1,"E12000007","LONDON",31,"30-34","30-34"
57566,2024,"REG",1,"E12000008","SOUTH EAST",31,"30-34","30-34"
34993,2024,"REG",1,"E12000009","SOUTH WEST",31,"30-34","30-34"
392119,2024,"ENG",1,"E92000001","ENGLAND",31,"30-34","30-34"
411638,2024,"E&W",1,"K04000001","ENGLAND AND WALES",31,"30-34","30-34"
19519,2024,"WAL",1,"W92000004","WALES",31,"30-34","30-34"
16249,2024,"REG",1,"E12000001","NORTH EAST",45,"45-49","45-49"
45642,2024,"REG",1,"E12000002","NORTH WEST",45,"45-49","45-49"
33308,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",45,"45-49","45-49"
29974,2024,"REG",1,"E12000004","EAST MIDLANDS",45,"45-49","45-49"
36622,2024,"REG",1,"E12000005","WEST MIDLANDS",45,"45-49","45-49"
41957,2024,"REG",1,"E12000006","EAST",45,"45-49","45-49"
60515,2024,"REG",1,"E12000007","LONDON",45,"45-49","45-49"
62250,2024,"REG",1,"E12000008","SOUTH EAST",45,"45-49","45-49"
34084,2024,"REG",1,"E12000009","SOUTH WEST",45,"45-49","45-49"
360601,2024,"ENG",1,"E92000001","ENGLAND",45,"45-49","45-49"
378598,2024,"E&W",1,"K04000001","ENGLAND AND WALES",45,"45-49","45-49"
14928,2024,"REG",1,"E12000001","NORTH EAST",5,"05-09","05-09"
45160,2024,"REG",1,"E12000002","NORTH WEST",5,"05-09","05-09"
32605,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",5,"05-09","05-09"
28435,2024,"REG",1,"E12000004","EAST MIDLANDS",5,"05-09","05-09"
37480,2024,"REG",1,"E12000005","WEST MIDLANDS",5,"05-09","05-09"
39240,2024,"REG",1,"E12000006","EAST",5,"05-09","05-09"
53260,2024,"REG",1,"E12000007","LONDON",5,"05-09","05-09"
55992,2024,"REG",1,"E12000008","SOUTH EAST",5,"05-09","05-09"
30460,2024,"REG",1,"E12000009","SOUTH WEST",5,"05-09","05-09"
337560,2024,"ENG",1,"E92000001","ENGLAND",5,"05-09","05-09"
354329,2024,"E&W",1,"K04000001","ENGLAND AND WALES",5,"05-09","05-09"
16769,2024,"WAL",1,"W92000004","WALES",5,"05-09","05-09"
17628,2024,"REG",1,"E12000001","NORTH EAST",55,"55-59","55-59"
50870,2024,"REG",1,"E12000002","NORTH WEST",55,"55-59","55-59"
37136,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",55,"55-59","55-59"
34468,2024,"REG",1,"E12000004","EAST MIDLANDS",55,"55-59","55-59"
40734,2024,"REG",1,"E12000005","WEST MIDLANDS",55,"55-59","55-59"
43555,2024,"REG",1,"E12000006","EAST",55,"55-59","55-59"
52959,2024,"REG",1,"E12000007","LONDON",55,"55-59","55-59"
63424,2024,"REG",1,"E12000008","SOUTH EAST",55,"55-59","55-59"
39065,2024,"REG",1,"E12000009","SOUTH WEST",55,"55-59","55-59"
17997,2024,"WAL",1,"W92000004","WALES",45,"45-49","45-49"
379839,2024,"ENG",1,"E92000001","ENGLAND",55,"55-59","55-59"
401158,2024,"E&W",1,"K04000001","ENGLAND AND WALES",55,"55-59","55-59"
21319,2024,"WAL",1,"W92000004","WALES",55,"55-59","55-59"
18062,2024,"REG",1,"E12000001","NORTH EAST",32,"30-34","30-34"
52562,2024,"REG",1,"E12000002","NORTH WEST",32,"30-34","30-34"
38261,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",32,"30-34","30-34"
33158,2024,"REG",1,"E12000004","EAST MIDLANDS",32,"30-34","30-34"
41406,2024,"REG",1,"E12000005","WEST MIDLANDS",32,"30-34","30-34"
42556,2024,"REG",1,"E12000006","EAST",32,"30-34","30-34"
78545,2024,"REG",1,"E12000007","LONDON",32,"30-34","30-34"
60414,2024,"REG",1,"E12000008","SOUTH EAST",32,"30-34","30-34"
35840,2024,"REG",1,"E12000009","SOUTH WEST",32,"30-34","30-34"
400804,2024,"ENG",1,"E92000001","ENGLAND",32,"30-34","30-34"
420868,2024,"E&W",1,"K04000001","ENGLAND AND WALES",32,"30-34","30-34"
14481,2024,"REG",1,"E12000001","NORTH EAST",46,"45-49","45-49"
42262,2024,"REG",1,"E12000002","NORTH WEST",46,"45-49","45-49"
30535,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",46,"45-49","45-49"
27765,2024,"REG",1,"E12000004","EAST MIDLANDS",46,"45-49","45-49"
34213,2024,"REG",1,"E12000005","WEST MIDLANDS",46,"45-49","45-49"
38760,2024,"REG",1,"E12000006","EAST",46,"45-49","45-49"
58102,2024,"REG",1,"E12000007","LONDON",46,"45-49","45-49"
58929,2024,"REG",1,"E12000008","SOUTH EAST",46,"45-49","45-49"
31155,2024,"REG",1,"E12000009","SOUTH WEST",46,"45-49","45-49"
336202,2024,"ENG",1,"E92000001","ENGLAND",46,"45-49","45-49"
352506,2024,"E&W",1,"K04000001","ENGLAND AND WALES",46,"45-49","45-49"
20064,2024,"WAL",1,"W92000004","WALES",32,"30-34","30-34"
18015,2024,"REG",1,"E12000001","NORTH EAST",56,"55-59","55-59"
49885,2024,"REG",1,"E12000002","NORTH WEST",56,"55-59","55-59"
37369,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",56,"55-59","55-59"
34304,2024,"REG",1,"E12000004","EAST MIDLANDS",56,"55-59","55-59"
40524,2024,"REG",1,"E12000005","WEST MIDLANDS",56,"55-59","55-59"
42831,2024,"REG",1,"E12000006","EAST",56,"55-59","55-59"
52460,2024,"REG",1,"E12000007","LONDON",56,"55-59","55-59"
63280,2024,"REG",1,"E12000008","SOUTH EAST",56,"55-59","55-59"
39193,2024,"REG",1,"E12000009","SOUTH WEST",56,"55-59","55-59"
377861,2024,"ENG",1,"E92000001","ENGLAND",56,"55-59","55-59"
16304,2024,"WAL",1,"W92000004","WALES",46,"45-49","45-49"
398915,2024,"E&W",1,"K04000001","ENGLAND AND WALES",56,"55-59","55-59"
21054,2024,"WAL",1,"W92000004","WALES",56,"55-59","55-59"
18436,2024,"REG",1,"E12000001","NORTH EAST",57,"55-59","55-59"
50676,2024,"REG",1,"E12000002","NORTH WEST",57,"55-59","55-59"
37458,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",57,"55-59","55-59"
34545,2024,"REG",1,"E12000004","EAST MIDLANDS",57,"55-59","55-59"
40323,2024,"REG",1,"E12000005","WEST MIDLANDS",57,"55-59","55-59"
43532,2024,"REG",1,"E12000006","EAST",57,"55-59","55-59"
50840,2024,"REG",1,"E12000007","LONDON",57,"55-59","55-59"
64469,2024,"REG",1,"E12000008","SOUTH EAST",57,"55-59","55-59"
40046,2024,"REG",1,"E12000009","SOUTH WEST",57,"55-59","55-59"
380325,2024,"ENG",1,"E92000001","ENGLAND",57,"55-59","55-59"
401886,2024,"E&W",1,"K04000001","ENGLAND AND WALES",57,"55-59","55-59"
21561,2024,"WAL",1,"W92000004","WALES",57,"55-59","55-59"
18170,2024,"REG",1,"E12000001","NORTH EAST",33,"30-34","30-34"
53636,2024,"REG",1,"E12000002","NORTH WEST",33,"30-34","30-34"
38619,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",33,"30-34","30-34"
34125,2024,"REG",1,"E12000004","EAST MIDLANDS",33,"30-34","30-34"
42058,2024,"REG",1,"E12000005","WEST MIDLANDS",33,"30-34","30-34"
43510,2024,"REG",1,"E12000006","EAST",33,"30-34","30-34"
76631,2024,"REG",1,"E12000007","LONDON",33,"30-34","30-34"
61438,2024,"REG",1,"E12000008","SOUTH EAST",33,"30-34","30-34"
36661,2024,"REG",1,"E12000009","SOUTH WEST",33,"30-34","30-34"
404848,2024,"ENG",1,"E92000001","ENGLAND",33,"30-34","30-34"
425225,2024,"E&W",1,"K04000001","ENGLAND AND WALES",33,"30-34","30-34"
13689,2024,"REG",1,"E12000001","NORTH EAST",47,"45-49","45-49"
41289,2024,"REG",1,"E12000002","NORTH WEST",47,"45-49","45-49"
30272,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",47,"45-49","45-49"
27827,2024,"REG",1,"E12000004","EAST MIDLANDS",47,"45-49","45-49"
33442,2024,"REG",1,"E12000005","WEST MIDLANDS",47,"45-49","45-49"
38238,2024,"REG",1,"E12000006","EAST",47,"45-49","45-49"
56570,2024,"REG",1,"E12000007","LONDON",47,"45-49","45-49"
57418,2024,"REG",1,"E12000008","SOUTH EAST",47,"45-49","45-49"
31107,2024,"REG",1,"E12000009","SOUTH WEST",47,"45-49","45-49"
329852,2024,"ENG",1,"E92000001","ENGLAND",47,"45-49","45-49"
346344,2024,"E&W",1,"K04000001","ENGLAND AND WALES",47,"45-49","45-49"
16492,2024,"WAL",1,"W92000004","WALES",47,"45-49","45-49"
20377,2024,"WAL",1,"W92000004","WALES",33,"30-34","30-34"
18652,2024,"REG",1,"E12000001","NORTH EAST",58,"55-59","55-59"
49986,2024,"REG",1,"E12000002","NORTH WEST",58,"55-59","55-59"
36801,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",58,"55-59","55-59"
34067,2024,"REG",1,"E12000004","EAST MIDLANDS",58,"55-59","55-59"
39408,2024,"REG",1,"E12000005","WEST MIDLANDS",58,"55-59","55-59"
43162,2024,"REG",1,"E12000006","EAST",58,"55-59","55-59"
49926,2024,"REG",1,"E12000007","LONDON",58,"55-59","55-59"
63863,2024,"REG",1,"E12000008","SOUTH EAST",58,"55-59","55-59"
40251,2024,"REG",1,"E12000009","SOUTH WEST",58,"55-59","55-59"
376116,2024,"ENG",1,"E92000001","ENGLAND",58,"55-59","55-59"
397668,2024,"E&W",1,"K04000001","ENGLAND AND WALES",58,"55-59","55-59"
21552,2024,"WAL",1,"W92000004","WALES",58,"55-59","55-59"
17692,2024,"REG",1,"E12000001","NORTH EAST",34,"30-34","30-34"
52825,2024,"REG",1,"E12000002","NORTH WEST",34,"30-34","30-34"
38055,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",34,"30-34","30-34"
33701,2024,"REG",1,"E12000004","EAST MIDLANDS",34,"30-34","30-34"
42022,2024,"REG",1,"E12000005","WEST MIDLANDS",34,"30-34","30-34"
43596,2024,"REG",1,"E12000006","EAST",34,"30-34","30-34"
75511,2024,"REG",1,"E12000007","LONDON",34,"30-34","30-34"
62469,2024,"REG",1,"E12000008","SOUTH EAST",34,"30-34","30-34"
36864,2024,"REG",1,"E12000009","SOUTH WEST",34,"30-34","30-34"
402735,2024,"ENG",1,"E92000001","ENGLAND",34,"30-34","30-34"
423141,2024,"E&W",1,"K04000001","ENGLAND AND WALES",34,"30-34","30-34"
19078,2024,"REG",1,"E12000001","NORTH EAST",59,"55-59","55-59"
50637,2024,"REG",1,"E12000002","NORTH WEST",59,"55-59","55-59"
37197,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",59,"55-59","55-59"
34241,2024,"REG",1,"E12000004","EAST MIDLANDS",59,"55-59","55-59"
38891,2024,"REG",1,"E12000005","WEST MIDLANDS",59,"55-59","55-59"
42890,2024,"REG",1,"E12000006","EAST",59,"55-59","55-59"
48545,2024,"REG",1,"E12000007","LONDON",59,"55-59","55-59"
63830,2024,"REG",1,"E12000008","SOUTH EAST",59,"55-59","55-59"
40704,2024,"REG",1,"E12000009","SOUTH WEST",59,"55-59","55-59"
376013,2024,"ENG",1,"E92000001","ENGLAND",59,"55-59","55-59"
398204,2024,"E&W",1,"K04000001","ENGLAND AND WALES",59,"55-59","55-59"
22191,2024,"WAL",1,"W92000004","WALES",59,"55-59","55-59"
14509,2024,"REG",1,"E12000001","NORTH EAST",48,"45-49","45-49"
42770,2024,"REG",1,"E12000002","NORTH WEST",48,"45-49","45-49"
31194,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",48,"45-49","45-49"
28356,2024,"REG",1,"E12000004","EAST MIDLANDS",48,"45-49","45-49"
34527,2024,"REG",1,"E12000005","WEST MIDLANDS",48,"45-49","45-49"
38886,2024,"REG",1,"E12000006","EAST",48,"45-49","45-49"
56482,2024,"REG",1,"E12000007","LONDON",48,"45-49","45-49"
57915,2024,"REG",1,"E12000008","SOUTH EAST",48,"45-49","45-49"
31658,2024,"REG",1,"E12000009","SOUTH WEST",48,"45-49","45-49"
336297,2024,"ENG",1,"E92000001","ENGLAND",48,"45-49","45-49"
353000,2024,"E&W",1,"K04000001","ENGLAND AND WALES",48,"45-49","45-49"
20406,2024,"WAL",1,"W92000004","WALES",34,"30-34","30-34"
16703,2024,"WAL",1,"W92000004","WALES",48,"45-49","45-49"
17051,2024,"REG",1,"E12000001","NORTH EAST",65,"65-69","65-69"
42482,2024,"REG",1,"E12000002","NORTH WEST",65,"65-69","65-69"
31468,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",65,"65-69","65-69"
28415,2024,"REG",1,"E12000004","EAST MIDLANDS",65,"65-69","65-69"
32670,2024,"REG",1,"E12000005","WEST MIDLANDS",65,"65-69","65-69"
35803,2024,"REG",1,"E12000006","EAST",65,"65-69","65-69"
36534,2024,"REG",1,"E12000007","LONDON",65,"65-69","65-69"
52176,2024,"REG",1,"E12000008","SOUTH EAST",65,"65-69","65-69"
35490,2024,"REG",1,"E12000009","SOUTH WEST",65,"65-69","65-69"
312089,2024,"ENG",1,"E92000001","ENGLAND",65,"65-69","65-69"
331596,2024,"E&W",1,"K04000001","ENGLAND AND WALES",65,"65-69","65-69"
19507,2024,"WAL",1,"W92000004","WALES",65,"65-69","65-69"
18649,2024,"REG",1,"E12000001","NORTH EAST",60,"60-64","60-64"
50441,2024,"REG",1,"E12000002","NORTH WEST",60,"60-64","60-64"
36687,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",60,"60-64","60-64"
33333,2024,"REG",1,"E12000004","EAST MIDLANDS",60,"60-64","60-64"
38366,2024,"REG",1,"E12000005","WEST MIDLANDS",60,"60-64","60-64"
42109,2024,"REG",1,"E12000006","EAST",60,"60-64","60-64"
47358,2024,"REG",1,"E12000007","LONDON",60,"60-64","60-64"
62468,2024,"REG",1,"E12000008","SOUTH EAST",60,"60-64","60-64"
40639,2024,"REG",1,"E12000009","SOUTH WEST",60,"60-64","60-64"
370050,2024,"ENG",1,"E92000001","ENGLAND",60,"60-64","60-64"
392102,2024,"E&W",1,"K04000001","ENGLAND AND WALES",60,"60-64","60-64"
22052,2024,"WAL",1,"W92000004","WALES",60,"60-64","60-64"
15101,2024,"REG",1,"E12000001","NORTH EAST",49,"45-49","45-49"
44115,2024,"REG",1,"E12000002","NORTH WEST",49,"45-49","45-49"
31471,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",49,"45-49","45-49"
28992,2024,"REG",1,"E12000004","EAST MIDLANDS",49,"45-49","45-49"
35182,2024,"REG",1,"E12000005","WEST MIDLANDS",49,"45-49","45-49"
39405,2024,"REG",1,"E12000006","EAST",49,"45-49","45-49"
56446,2024,"REG",1,"E12000007","LONDON",49,"45-49","45-49"
59270,2024,"REG",1,"E12000008","SOUTH EAST",49,"45-49","45-49"
32772,2024,"REG",1,"E12000009","SOUTH WEST",49,"45-49","45-49"
342754,2024,"ENG",1,"E92000001","ENGLAND",49,"45-49","45-49"
360283,2024,"E&W",1,"K04000001","ENGLAND AND WALES",49,"45-49","45-49"
17529,2024,"WAL",1,"W92000004","WALES",49,"45-49","45-49"
16716,2024,"REG",1,"E12000001","NORTH EAST",66,"65-69","65-69"
41395,2024,"REG",1,"E12000002","NORTH WEST",66,"65-69","65-69"
30721,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",66,"65-69","65-69"
27500,2024,"REG",1,"E12000004","EAST MIDLANDS",66,"65-69","65-69"
31904,2024,"REG",1,"E12000005","WEST MIDLANDS",66,"65-69","65-69"
34696,2024,"REG",1,"E12000006","EAST",66,"65-69","65-69"
34471,2024,"REG",1,"E12000007","LONDON",66,"65-69","65-69"
50257,2024,"REG",1,"E12000008","SOUTH EAST",66,"65-69","65-69"
34176,2024,"REG",1,"E12000009","SOUTH WEST",66,"65-69","65-69"
301836,2024,"ENG",1,"E92000001","ENGLAND",66,"65-69","65-69"
320607,2024,"E&W",1,"K04000001","ENGLAND AND WALES",66,"65-69","65-69"
18771,2024,"WAL",1,"W92000004","WALES",66,"65-69","65-69"
7173,2024,"REG",1,"E12000001","NORTH EAST",81,"80-84","80-84"
20347,2024,"REG",1,"E12000002","NORTH WEST",81,"80-84","80-84"
15425,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",81,"80-84","80-84"
14863,2024,"REG",1,"E12000004","EAST MIDLANDS",81,"80-84","80-84"
17377,2024,"REG",1,"E12000005","WEST MIDLANDS",81,"80-84","80-84"
19274,2024,"REG",1,"E12000006","EAST",81,"80-84","80-84"
13499,2024,"REG",1,"E12000007","LONDON",81,"80-84","80-84"
27889,2024,"REG",1,"E12000008","SOUTH EAST",81,"80-84","80-84"
20433,2024,"REG",1,"E12000009","SOUTH WEST",81,"80-84","80-84"
156280,2024,"ENG",1,"E92000001","ENGLAND",81,"80-84","80-84"
166224,2024,"E&W",1,"K04000001","ENGLAND AND WALES",81,"80-84","80-84"
9944,2024,"WAL",1,"W92000004","WALES",81,"80-84","80-84"
18584,2024,"REG",1,"E12000001","NORTH EAST",61,"60-64","60-64"
48994,2024,"REG",1,"E12000002","NORTH WEST",61,"60-64","60-64"
35923,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",61,"60-64","60-64"
33154,2024,"REG",1,"E12000004","EAST MIDLANDS",61,"60-64","60-64"
37575,2024,"REG",1,"E12000005","WEST MIDLANDS",61,"60-64","60-64"
41058,2024,"REG",1,"E12000006","EAST",61,"60-64","60-64"
45071,2024,"REG",1,"E12000007","LONDON",61,"60-64","60-64"
60774,2024,"REG",1,"E12000008","SOUTH EAST",61,"60-64","60-64"
39581,2024,"REG",1,"E12000009","SOUTH WEST",61,"60-64","60-64"
360714,2024,"ENG",1,"E92000001","ENGLAND",61,"60-64","60-64"
382204,2024,"E&W",1,"K04000001","ENGLAND AND WALES",61,"60-64","60-64"
21490,2024,"WAL",1,"W92000004","WALES",61,"60-64","60-64"
15973,2024,"REG",1,"E12000001","NORTH EAST",67,"65-69","65-69"
38912,2024,"REG",1,"E12000002","NORTH WEST",67,"65-69","65-69"
6393,2024,"REG",1,"E12000001","NORTH EAST",82,"80-84","80-84"
17180,2024,"REG",1,"E12000002","NORTH WEST",82,"80-84","80-84"
12722,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",82,"80-84","80-84"
12323,2024,"REG",1,"E12000004","EAST MIDLANDS",82,"80-84","80-84"
14876,2024,"REG",1,"E12000005","WEST MIDLANDS",82,"80-84","80-84"
16313,2024,"REG",1,"E12000006","EAST",82,"80-84","80-84"
11803,2024,"REG",1,"E12000007","LONDON",82,"80-84","80-84"
23564,2024,"REG",1,"E12000008","SOUTH EAST",82,"80-84","80-84"
17132,2024,"REG",1,"E12000009","SOUTH WEST",82,"80-84","80-84"
132306,2024,"ENG",1,"E92000001","ENGLAND",82,"80-84","80-84"
140911,2024,"E&W",1,"K04000001","ENGLAND AND WALES",82,"80-84","80-84"
8605,2024,"WAL",1,"W92000004","WALES",82,"80-84","80-84"
18523,2024,"REG",1,"E12000001","NORTH EAST",62,"60-64","60-64"
47906,2024,"REG",1,"E12000002","NORTH WEST",62,"60-64","60-64"
35168,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",62,"60-64","60-64"
31855,2024,"REG",1,"E12000004","EAST MIDLANDS",62,"60-64","60-64"
37058,2024,"REG",1,"E12000005","WEST MIDLANDS",62,"60-64","60-64"
40098,2024,"REG",1,"E12000006","EAST",62,"60-64","60-64"
42567,2024,"REG",1,"E12000007","LONDON",62,"60-64","60-64"
58622,2024,"REG",1,"E12000008","SOUTH EAST",62,"60-64","60-64"
39094,2024,"REG",1,"E12000009","SOUTH WEST",62,"60-64","60-64"
350891,2024,"ENG",1,"E92000001","ENGLAND",62,"60-64","60-64"
372309,2024,"E&W",1,"K04000001","ENGLAND AND WALES",62,"60-64","60-64"
29261,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",67,"65-69","65-69"
26265,2024,"REG",1,"E12000004","EAST MIDLANDS",67,"65-69","65-69"
29945,2024,"REG",1,"E12000005","WEST MIDLANDS",67,"65-69","65-69"
33196,2024,"REG",1,"E12000006","EAST",67,"65-69","65-69"
31919,2024,"REG",1,"E12000007","LONDON",67,"65-69","65-69"
47473,2024,"REG",1,"E12000008","SOUTH EAST",67,"65-69","65-69"
33229,2024,"REG",1,"E12000009","SOUTH WEST",67,"65-69","65-69"
286173,2024,"ENG",1,"E92000001","ENGLAND",67,"65-69","65-69"
304285,2024,"E&W",1,"K04000001","ENGLAND AND WALES",67,"65-69","65-69"
18112,2024,"WAL",1,"W92000004","WALES",67,"65-69","65-69"
21418,2024,"WAL",1,"W92000004","WALES",62,"60-64","60-64"
15329,2024,"REG",1,"E12000001","NORTH EAST",68,"65-69","65-69"
37319,2024,"REG",1,"E12000002","NORTH WEST",68,"65-69","65-69"
27918,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",68,"65-69","65-69"
25210,2024,"REG",1,"E12000004","EAST MIDLANDS",68,"65-69","65-69"
28499,2024,"REG",1,"E12000005","WEST MIDLANDS",68,"65-69","65-69"
31558,2024,"REG",1,"E12000006","EAST",68,"65-69","65-69"
30449,2024,"REG",1,"E12000007","LONDON",68,"65-69","65-69"
46058,2024,"REG",1,"E12000008","SOUTH EAST",68,"65-69","65-69"
31480,2024,"REG",1,"E12000009","SOUTH WEST",68,"65-69","65-69"
273820,2024,"ENG",1,"E92000001","ENGLAND",68,"65-69","65-69"
290962,2024,"E&W",1,"K04000001","ENGLAND AND WALES",68,"65-69","65-69"
17142,2024,"WAL",1,"W92000004","WALES",68,"65-69","65-69"
5551,2024,"REG",1,"E12000001","NORTH EAST",83,"80-84","80-84"
14921,2024,"REG",1,"E12000002","NORTH WEST",83,"80-84","80-84"
10801,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",83,"80-84","80-84"
10348,2024,"REG",1,"E12000004","EAST MIDLANDS",83,"80-84","80-84"
12425,2024,"REG",1,"E12000005","WEST MIDLANDS",83,"80-84","80-84"
13227,2024,"REG",1,"E12000006","EAST",83,"80-84","80-84"
10174,2024,"REG",1,"E12000007","LONDON",83,"80-84","80-84"
19541,2024,"REG",1,"E12000008","SOUTH EAST",83,"80-84","80-84"
14102,2024,"REG",1,"E12000009","SOUTH WEST",83,"80-84","80-84"
111090,2024,"ENG",1,"E92000001","ENGLAND",83,"80-84","80-84"
118363,2024,"E&W",1,"K04000001","ENGLAND AND WALES",83,"80-84","80-84"
7273,2024,"WAL",1,"W92000004","WALES",83,"80-84","80-84"
14562,2024,"REG",1,"E12000001","NORTH EAST",69,"65-69","65-69"
35154,2024,"REG",1,"E12000002","NORTH WEST",69,"65-69","65-69"
26265,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",69,"65-69","65-69"
23847,2024,"REG",1,"E12000004","EAST MIDLANDS",69,"65-69","65-69"
27599,2024,"REG",1,"E12000005","WEST MIDLANDS",69,"65-69","65-69"
29753,2024,"REG",1,"E12000006","EAST",69,"65-69","65-69"
28526,2024,"REG",1,"E12000007","LONDON",69,"65-69","65-69"
43609,2024,"REG",1,"E12000008","SOUTH EAST",69,"65-69","65-69"
30525,2024,"REG",1,"E12000009","SOUTH WEST",69,"65-69","65-69"
259840,2024,"ENG",1,"E92000001","ENGLAND",69,"65-69","65-69"
276359,2024,"E&W",1,"K04000001","ENGLAND AND WALES",69,"65-69","65-69"
16519,2024,"WAL",1,"W92000004","WALES",69,"65-69","65-69"
17646,2024,"REG",1,"E12000001","NORTH EAST",63,"60-64","60-64"
46119,2024,"REG",1,"E12000002","NORTH WEST",63,"60-64","60-64"
33924,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",63,"60-64","60-64"
31160,2024,"REG",1,"E12000004","EAST MIDLANDS",63,"60-64","60-64"
35456,2024,"REG",1,"E12000005","WEST MIDLANDS",63,"60-64","60-64"
38981,2024,"REG",1,"E12000006","EAST",63,"60-64","60-64"
40925,2024,"REG",1,"E12000007","LONDON",63,"60-64","60-64"
56217,2024,"REG",1,"E12000008","SOUTH EAST",63,"60-64","60-64"
37551,2024,"REG",1,"E12000009","SOUTH WEST",63,"60-64","60-64"
337979,2024,"ENG",1,"E92000001","ENGLAND",63,"60-64","60-64"
358473,2024,"E&W",1,"K04000001","ENGLAND AND WALES",63,"60-64","60-64"
5282,2024,"REG",1,"E12000001","NORTH EAST",84,"80-84","80-84"
14014,2024,"REG",1,"E12000002","NORTH WEST",84,"80-84","80-84"
10569,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",84,"80-84","80-84"
9848,2024,"REG",1,"E12000004","EAST MIDLANDS",84,"80-84","80-84"
11990,2024,"REG",1,"E12000005","WEST MIDLANDS",84,"80-84","80-84"
13352,2024,"REG",1,"E12000006","EAST",84,"80-84","80-84"
10449,2024,"REG",1,"E12000007","LONDON",84,"80-84","80-84"
19575,2024,"REG",1,"E12000008","SOUTH EAST",84,"80-84","80-84"
13723,2024,"REG",1,"E12000009","SOUTH WEST",84,"80-84","80-84"
108802,2024,"ENG",1,"E92000001","ENGLAND",84,"80-84","80-84"
115627,2024,"E&W",1,"K04000001","ENGLAND AND WALES",84,"80-84","80-84"
20494,2024,"WAL",1,"W92000004","WALES",63,"60-64","60-64"
6825,2024,"WAL",1,"W92000004","WALES",84,"80-84","80-84"
17054,2024,"REG",1,"E12000001","NORTH EAST",64,"60-64","60-64"
44163,2024,"REG",1,"E12000002","NORTH WEST",64,"60-64","60-64"
32255,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",64,"60-64","60-64"
29464,2024,"REG",1,"E12000004","EAST MIDLANDS",64,"60-64","60-64"
