"Popn","Year","Areatype","Sex","Code","Name","Age","Agegroup2","Agegroup"
38548,2024,"REG",2,"E12000005","WEST MIDLANDS",16,"15-19","15-19"
39413,2024,"REG",2,"E12000006","EAST",16,"15-19","15-19"
53689,2024,"REG",2,"E12000007","LONDON",16,"15-19","15-19"
59232,2024,"REG",2,"E12000008","SOUTH EAST",16,"15-19","15-19"
33362,2024,"REG",2,"E12000009","SOUTH WEST",16,"15-19","15-19"
349977,2024,"ENG",2,"E92000001","ENGLAND",16,"15-19","15-19"
11769,2024,"WAL",1,"W92000004","WALES",79,"75-79","75-79"
368710,2024,"E&W",2,"K04000001","ENGLAND AND WALES",16,"15-19","15-19"
18733,2024,"WAL",2,"W92000004","WALES",16,"15-19","15-19"
8718,2024,"REG",1,"E12000001","NORTH EAST",80,"80-84","80-84"
23064,2024,"REG",1,"E12000002","NORTH WEST",80,"80-84","80-84"
17393,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",80,"80-84","80-84"
16907,2024,"REG",1,"E12000004","EAST MIDLANDS",80,"80-84","80-84"
19991,2024,"REG",1,"E12000005","WEST MIDLANDS",80,"80-84","80-84"
21786,2024,"REG",1,"E12000006","EAST",80,"80-84","80-84"
15162,2024,"REG",1,"E12000007","LONDON",80,"80-84","80-84"
31527,2024,"REG",1,"E12000008","SOUTH EAST",80,"80-84","80-84"
22718,2024,"REG",1,"E12000009","SOUTH WEST",80,"80-84","80-84"
177266,2024,"ENG",1,"E92000001","ENGLAND",80,"80-84","80-84"
188596,2024,"E&W",1,"K04000001","ENGLAND AND WALES",80,"80-84","80-84"
15283,2024,"REG",2,"E12000001","NORTH EAST",17,"15-19","15-19"
44098,2024,"REG",2,"E12000002","NORTH WEST",17,"15-19","15-19"
32538,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",17,"15-19","15-19"
28508,2024,"REG",2,"E12000004","EAST MIDLANDS",17,"15-19","15-19"
37139,2024,"REG",2,"E12000005","WEST MIDLANDS",17,"15-19","15-19"
37717,2024,"REG",2,"E12000006","EAST",17,"15-19","15-19"
51821,2024,"REG",2,"E12000007","LONDON",17,"15-19","15-19"
57210,2024,"REG",2,"E12000008","SOUTH EAST",17,"15-19","15-19"
32207,2024,"REG",2,"E12000009","SOUTH WEST",17,"15-19","15-19"
336521,2024,"ENG",2,"E92000001","ENGLAND",17,"15-19","15-19"
354215,2024,"E&W",2,"K04000001","ENGLAND AND WALES",17,"15-19","15-19"
11330,2024,"WAL",1,"W92000004","WALES",80,"80-84","80-84"
17694,2024,"WAL",2,"W92000004","WALES",17,"15-19","15-19"
13318,2024,"REG",2,"E12000001","NORTH EAST",2,"01-04","01-04"
41255,2024,"REG",2,"E12000002","NORTH WEST",2,"01-04","01-04"
29523,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",2,"01-04","01-04"
25467,2024,"REG",2,"E12000004","EAST MIDLANDS",2,"01-04","01-04"
34133,2024,"REG",2,"E12000005","WEST MIDLANDS",2,"01-04","01-04"
35483,2024,"REG",2,"E12000006","EAST",2,"01-04","01-04"
52947,2024,"REG",2,"E12000007","LONDON",2,"01-04","01-04"
49538,2024,"REG",2,"E12000008","SOUTH EAST",2,"01-04","01-04"
26138,2024,"REG",2,"E12000009","SOUTH WEST",2,"01-04","01-04"
307802,2024,"ENG",2,"E92000001","ENGLAND",2,"01-04","01-04"
322617,2024,"E&W",2,"K04000001","ENGLAND AND WALES",2,"01-04","01-04"
14815,2024,"WAL",2,"W92000004","WALES",2,"01-04","01-04"
18753,2024,"WAL",2,"W92000004","WALES",20,"20-24","20-24"
13280,2024,"REG",2,"E12000001","NORTH EAST",3,"01-04","01-04"
18466,2024,"REG",2,"E12000001","NORTH EAST",21,"20-24","20-24"
47696,2024,"REG",2,"E12000002","NORTH WEST",21,"20-24","20-24"
35562,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",21,"20-24","20-24"
31126,2024,"REG",2,"E12000004","EAST MIDLANDS",21,"20-24","20-24"
35421,2024,"REG",2,"E12000005","WEST MIDLANDS",21,"20-24","20-24"
28111,2024,"REG",2,"E12000006","EAST",21,"20-24","20-24"
55314,2024,"REG",2,"E12000007","LONDON",21,"20-24","20-24"
47140,2024,"REG",2,"E12000008","SOUTH EAST",21,"20-24","20-24"
35354,2024,"REG",2,"E12000009","SOUTH WEST",21,"20-24","20-24"
334190,2024,"ENG",2,"E92000001","ENGLAND",21,"20-24","20-24"
352418,2024,"E&W",2,"K04000001","ENGLAND AND WALES",21,"20-24","20-24"
18228,2024,"WAL",2,"W92000004","WALES",21,"20-24","20-24"
40913,2024,"REG",2,"E12000002","NORTH WEST",3,"01-04","01-04"
29168,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",3,"01-04","01-04"
25391,2024,"REG",2,"E12000004","EAST MIDLANDS",3,"01-04","01-04"
34117,2024,"REG",2,"E12000005","WEST MIDLANDS",3,"01-04","01-04"
35168,2024,"REG",2,"E12000006","EAST",3,"01-04","01-04"
50792,2024,"REG",2,"E12000007","LONDON",3,"01-04","01-04"
50096,2024,"REG",2,"E12000008","SOUTH EAST",3,"01-04","01-04"
26937,2024,"REG",2,"E12000009","SOUTH WEST",3,"01-04","01-04"
305862,2024,"ENG",2,"E92000001","ENGLAND",3,"01-04","01-04"
320378,2024,"E&W",2,"K04000001","ENGLAND AND WALES",3,"01-04","01-04"
14516,2024,"WAL",2,"W92000004","WALES",3,"01-04","01-04"
15530,2024,"REG",2,"E12000001","NORTH EAST",18,"15-19","15-19"
44457,2024,"REG",2,"E12000002","NORTH WEST",18,"15-19","15-19"
32916,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",18,"15-19","15-19"
28845,2024,"REG",2,"E12000004","EAST MIDLANDS",18,"15-19","15-19"
36415,2024,"REG",2,"E12000005","WEST MIDLANDS",18,"15-19","15-19"
35480,2024,"REG",2,"E12000006","EAST",18,"15-19","15-19"
51354,2024,"REG",2,"E12000007","LONDON",18,"15-19","15-19"
54691,2024,"REG",2,"E12000008","SOUTH EAST",18,"15-19","15-19"
31953,2024,"REG",2,"E12000009","SOUTH WEST",18,"15-19","15-19"
331641,2024,"ENG",2,"E92000001","ENGLAND",18,"15-19","15-19"
349087,2024,"E&W",2,"K04000001","ENGLAND AND WALES",18,"15-19","15-19"
16490,2024,"REG",2,"E12000001","NORTH EAST",22,"20-24","20-24"
47205,2024,"REG",2,"E12000002","NORTH WEST",22,"20-24","20-24"
34260,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",22,"20-24","20-24"
29671,2024,"REG",2,"E12000004","EAST MIDLANDS",22,"20-24","20-24"
36050,2024,"REG",2,"E12000005","WEST MIDLANDS",22,"20-24","20-24"
31827,2024,"REG",2,"E12000006","EAST",22,"20-24","20-24"
63209,2024,"REG",2,"E12000007","LONDON",22,"20-24","20-24"
48549,2024,"REG",2,"E12000008","SOUTH EAST",22,"20-24","20-24"
33017,2024,"REG",2,"E12000009","SOUTH WEST",22,"20-24","20-24"
340278,2024,"ENG",2,"E92000001","ENGLAND",22,"20-24","20-24"
358331,2024,"E&W",2,"K04000001","ENGLAND AND WALES",22,"20-24","20-24"
18053,2024,"WAL",2,"W92000004","WALES",22,"20-24","20-24"
17446,2024,"WAL",2,"W92000004","WALES",18,"15-19","15-19"
17815,2024,"REG",2,"E12000001","NORTH EAST",19,"15-19","15-19"
47716,2024,"REG",2,"E12000002","NORTH WEST",19,"15-19","15-19"
36612,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",19,"15-19","15-19"
32288,2024,"REG",2,"E12000004","EAST MIDLANDS",19,"15-19","15-19"
36587,2024,"REG",2,"E12000005","WEST MIDLANDS",19,"15-19","15-19"
29182,2024,"REG",2,"E12000006","EAST",19,"15-19","15-19"
49723,2024,"REG",2,"E12000007","LONDON",19,"15-19","15-19"
50790,2024,"REG",2,"E12000008","SOUTH EAST",19,"15-19","15-19"
35772,2024,"REG",2,"E12000009","SOUTH WEST",19,"15-19","15-19"
336485,2024,"ENG",2,"E92000001","ENGLAND",19,"15-19","15-19"
355178,2024,"E&W",2,"K04000001","ENGLAND AND WALES",19,"15-19","15-19"
15487,2024,"REG",2,"E12000001","NORTH EAST",23,"20-24","20-24"
45935,2024,"REG",2,"E12000002","NORTH WEST",23,"20-24","20-24"
34133,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",23,"20-24","20-24"
27680,2024,"REG",2,"E12000004","EAST MIDLANDS",23,"20-24","20-24"
36118,2024,"REG",2,"E12000005","WEST MIDLANDS",23,"20-24","20-24"
34417,2024,"REG",2,"E12000006","EAST",23,"20-24","20-24"
72856,2024,"REG",2,"E12000007","LONDON",23,"20-24","20-24"
50551,2024,"REG",2,"E12000008","SOUTH EAST",23,"20-24","20-24"
31526,2024,"REG",2,"E12000009","SOUTH WEST",23,"20-24","20-24"
348703,2024,"ENG",2,"E92000001","ENGLAND",23,"20-24","20-24"
366067,2024,"E&W",2,"K04000001","ENGLAND AND WALES",23,"20-24","20-24"
17364,2024,"WAL",2,"W92000004","WALES",23,"20-24","20-24"
18693,2024,"WAL",2,"W92000004","WALES",19,"15-19","15-19"
15161,2024,"REG",2,"E12000001","NORTH EAST",24,"20-24","20-24"
46615,2024,"REG",2,"E12000002","NORTH WEST",24,"20-24","20-24"
34341,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",24,"20-24","20-24"
27392,2024,"REG",2,"E12000004","EAST MIDLANDS",24,"20-24","20-24"
35670,2024,"REG",2,"E12000005","WEST MIDLANDS",24,"20-24","20-24"
35388,2024,"REG",2,"E12000006","EAST",24,"20-24","20-24"
81725,2024,"REG",2,"E12000007","LONDON",24,"20-24","20-24"
51369,2024,"REG",2,"E12000008","SOUTH EAST",24,"20-24","20-24"
32102,2024,"REG",2,"E12000009","SOUTH WEST",24,"20-24","20-24"
359763,2024,"ENG",2,"E92000001","ENGLAND",24,"20-24","20-24"
377246,2024,"E&W",2,"K04000001","ENGLAND AND WALES",24,"20-24","20-24"
17483,2024,"WAL",2,"W92000004","WALES",24,"20-24","20-24"
13647,2024,"REG",2,"E12000001","NORTH EAST",4,"01-04","01-04"
42640,2024,"REG",2,"E12000002","NORTH WEST",4,"01-04","01-04"
30967,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",4,"01-04","01-04"
26504,2024,"REG",2,"E12000004","EAST MIDLANDS",4,"01-04","01-04"
35410,2024,"REG",2,"E12000005","WEST MIDLANDS",4,"01-04","01-04"
36678,2024,"REG",2,"E12000006","EAST",4,"01-04","01-04"
51304,2024,"REG",2,"E12000007","LONDON",4,"01-04","01-04"
51992,2024,"REG",2,"E12000008","SOUTH EAST",4,"01-04","01-04"
28022,2024,"REG",2,"E12000009","SOUTH WEST",4,"01-04","01-04"
317164,2024,"ENG",2,"E92000001","ENGLAND",4,"01-04","01-04"
332804,2024,"E&W",2,"K04000001","ENGLAND AND WALES",4,"01-04","01-04"
15640,2024,"WAL",2,"W92000004","WALES",4,"01-04","01-04"
18464,2024,"REG",2,"E12000001","NORTH EAST",20,"20-24","20-24"
48674,2024,"REG",2,"E12000002","NORTH WEST",20,"20-24","20-24"
37343,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",20,"20-24","20-24"
32625,2024,"REG",2,"E12000004","EAST MIDLANDS",20,"20-24","20-24"
35644,2024,"REG",2,"E12000005","WEST MIDLANDS",20,"20-24","20-24"
27842,2024,"REG",2,"E12000006","EAST",20,"20-24","20-24"
51689,2024,"REG",2,"E12000007","LONDON",20,"20-24","20-24"
47766,2024,"REG",2,"E12000008","SOUTH EAST",20,"20-24","20-24"
35986,2024,"REG",2,"E12000009","SOUTH WEST",20,"20-24","20-24"
336033,2024,"ENG",2,"E92000001","ENGLAND",20,"20-24","20-24"
354786,2024,"E&W",2,"K04000001","ENGLAND AND WALES",20,"20-24","20-24"
19117,2024,"REG",2,"E12000001","NORTH EAST",36,"35-39","35-39"
56226,2024,"REG",2,"E12000002","NORTH WEST",36,"35-39","35-39"
40932,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",36,"35-39","35-39"
35410,2024,"REG",2,"E12000004","EAST MIDLANDS",36,"35-39","35-39"
44148,2024,"REG",2,"E12000005","WEST MIDLANDS",36,"35-39","35-39"
48386,2024,"REG",2,"E12000006","EAST",36,"35-39","35-39"
78464,2024,"REG",2,"E12000007","LONDON",36,"35-39","35-39"
69661,2024,"REG",2,"E12000008","SOUTH EAST",36,"35-39","35-39"
39534,2024,"REG",2,"E12000009","SOUTH WEST",36,"35-39","35-39"
431878,2024,"ENG",2,"E92000001","ENGLAND",36,"35-39","35-39"
15754,2024,"REG",2,"E12000001","NORTH EAST",25,"25-29","25-29"
49543,2024,"REG",2,"E12000002","NORTH WEST",25,"25-29","25-29"
35204,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",25,"25-29","25-29"
28639,2024,"REG",2,"E12000004","EAST MIDLANDS",25,"25-29","25-29"
37085,2024,"REG",2,"E12000005","WEST MIDLANDS",25,"25-29","25-29"
37331,2024,"REG",2,"E12000006","EAST",25,"25-29","25-29"
87421,2024,"REG",2,"E12000007","LONDON",25,"25-29","25-29"
54168,2024,"REG",2,"E12000008","SOUTH EAST",25,"25-29","25-29"
32348,2024,"REG",2,"E12000009","SOUTH WEST",25,"25-29","25-29"
377493,2024,"ENG",2,"E92000001","ENGLAND",25,"25-29","25-29"
395953,2024,"E&W",2,"K04000001","ENGLAND AND WALES",25,"25-29","25-29"
18460,2024,"WAL",2,"W92000004","WALES",25,"25-29","25-29"
453712,2024,"E&W",2,"K04000001","ENGLAND AND WALES",36,"35-39","35-39"
21834,2024,"WAL",2,"W92000004","WALES",36,"35-39","35-39"
16660,2024,"REG",2,"E12000001","NORTH EAST",51,"50-54","50-54"
47247,2024,"REG",2,"E12000002","NORTH WEST",51,"50-54","50-54"
35106,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",51,"50-54","50-54"
32386,2024,"REG",2,"E12000004","EAST MIDLANDS",51,"50-54","50-54"
37847,2024,"REG",2,"E12000005","WEST MIDLANDS",51,"50-54","50-54"
42579,2024,"REG",2,"E12000006","EAST",51,"50-54","50-54"
57452,2024,"REG",2,"E12000007","LONDON",51,"50-54","50-54"
64142,2024,"REG",2,"E12000008","SOUTH EAST",51,"50-54","50-54"
37189,2024,"REG",2,"E12000009","SOUTH WEST",51,"50-54","50-54"
370608,2024,"ENG",2,"E92000001","ENGLAND",51,"50-54","50-54"
390696,2024,"E&W",2,"K04000001","ENGLAND AND WALES",51,"50-54","50-54"
18887,2024,"REG",2,"E12000001","NORTH EAST",37,"35-39","35-39"
54198,2024,"REG",2,"E12000002","NORTH WEST",37,"35-39","35-39"
39935,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",37,"35-39","35-39"
35112,2024,"REG",2,"E12000004","EAST MIDLANDS",37,"35-39","35-39"
43817,2024,"REG",2,"E12000005","WEST MIDLANDS",37,"35-39","35-39"
47326,2024,"REG",2,"E12000006","EAST",37,"35-39","35-39"
75850,2024,"REG",2,"E12000007","LONDON",37,"35-39","35-39"
69171,2024,"REG",2,"E12000008","SOUTH EAST",37,"35-39","35-39"
38573,2024,"REG",2,"E12000009","SOUTH WEST",37,"35-39","35-39"
422869,2024,"ENG",2,"E92000001","ENGLAND",37,"35-39","35-39"
444127,2024,"E&W",2,"K04000001","ENGLAND AND WALES",37,"35-39","35-39"
21258,2024,"WAL",2,"W92000004","WALES",37,"35-39","35-39"
20088,2024,"WAL",2,"W92000004","WALES",51,"50-54","50-54"
18788,2024,"REG",2,"E12000001","NORTH EAST",38,"35-39","35-39"
54036,2024,"REG",2,"E12000002","NORTH WEST",38,"35-39","35-39"
38837,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",38,"35-39","35-39"
34380,2024,"REG",2,"E12000004","EAST MIDLANDS",38,"35-39","35-39"
42422,2024,"REG",2,"E12000005","WEST MIDLANDS",38,"35-39","35-39"
46887,2024,"REG",2,"E12000006","EAST",38,"35-39","35-39"
74953,2024,"REG",2,"E12000007","LONDON",38,"35-39","35-39"
68434,2024,"REG",2,"E12000008","SOUTH EAST",38,"35-39","35-39"
37793,2024,"REG",2,"E12000009","SOUTH WEST",38,"35-39","35-39"
416530,2024,"ENG",2,"E92000001","ENGLAND",38,"35-39","35-39"
437300,2024,"E&W",2,"K04000001","ENGLAND AND WALES",38,"35-39","35-39"
16435,2024,"REG",2,"E12000001","NORTH EAST",26,"25-29","25-29"
49584,2024,"REG",2,"E12000002","NORTH WEST",26,"25-29","25-29"
36420,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",26,"25-29","25-29"
29550,2024,"REG",2,"E12000004","EAST MIDLANDS",26,"25-29","25-29"
38295,2024,"REG",2,"E12000005","WEST MIDLANDS",26,"25-29","25-29"
38713,2024,"REG",2,"E12000006","EAST",26,"25-29","25-29"
91247,2024,"REG",2,"E12000007","LONDON",26,"25-29","25-29"
55074,2024,"REG",2,"E12000008","SOUTH EAST",26,"25-29","25-29"
32946,2024,"REG",2,"E12000009","SOUTH WEST",26,"25-29","25-29"
388264,2024,"ENG",2,"E92000001","ENGLAND",26,"25-29","25-29"
407343,2024,"E&W",2,"K04000001","ENGLAND AND WALES",26,"25-29","25-29"
19079,2024,"WAL",2,"W92000004","WALES",26,"25-29","25-29"
18095,2024,"REG",2,"E12000001","NORTH EAST",52,"50-54","50-54"
50106,2024,"REG",2,"E12000002","NORTH WEST",52,"50-54","50-54"
36922,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",52,"50-54","50-54"
33687,2024,"REG",2,"E12000004","EAST MIDLANDS",52,"50-54","50-54"
39744,2024,"REG",2,"E12000005","WEST MIDLANDS",52,"50-54","50-54"
43887,2024,"REG",2,"E12000006","EAST",52,"50-54","50-54"
56987,2024,"REG",2,"E12000007","LONDON",52,"50-54","50-54"
65460,2024,"REG",2,"E12000008","SOUTH EAST",52,"50-54","50-54"
39197,2024,"REG",2,"E12000009","SOUTH WEST",52,"50-54","50-54"
384085,2024,"ENG",2,"E92000001","ENGLAND",52,"50-54","50-54"
405192,2024,"E&W",2,"K04000001","ENGLAND AND WALES",52,"50-54","50-54"
17456,2024,"REG",2,"E12000001","NORTH EAST",27,"25-29","25-29"
51608,2024,"REG",2,"E12000002","NORTH WEST",27,"25-29","25-29"
36829,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",27,"25-29","25-29"
31283,2024,"REG",2,"E12000004","EAST MIDLANDS",27,"25-29","25-29"
39614,2024,"REG",2,"E12000005","WEST MIDLANDS",27,"25-29","25-29"
39382,2024,"REG",2,"E12000006","EAST",27,"25-29","25-29"
91340,2024,"REG",2,"E12000007","LONDON",27,"25-29","25-29"
56555,2024,"REG",2,"E12000008","SOUTH EAST",27,"25-29","25-29"
34119,2024,"REG",2,"E12000009","SOUTH WEST",27,"25-29","25-29"
398186,2024,"ENG",2,"E92000001","ENGLAND",27,"25-29","25-29"
417978,2024,"E&W",2,"K04000001","ENGLAND AND WALES",27,"25-29","25-29"
19792,2024,"WAL",2,"W92000004","WALES",27,"25-29","25-29"
21107,2024,"WAL",2,"W92000004","WALES",52,"50-54","50-54"
20770,2024,"WAL",2,"W92000004","WALES",38,"35-39","35-39"
17034,2024,"REG",2,"E12000001","NORTH EAST",28,"25-29","25-29"
50317,2024,"REG",2,"E12000002","NORTH WEST",28,"25-29","25-29"
36193,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",28,"25-29","25-29"
31232,2024,"REG",2,"E12000004","EAST MIDLANDS",28,"25-29","25-29"
39427,2024,"REG",2,"E12000005","WEST MIDLANDS",28,"25-29","25-29"
40115,2024,"REG",2,"E12000006","EAST",28,"25-29","25-29"
89438,2024,"REG",2,"E12000007","LONDON",28,"25-29","25-29"
56194,2024,"REG",2,"E12000008","SOUTH EAST",28,"25-29","25-29"
33297,2024,"REG",2,"E12000009","SOUTH WEST",28,"25-29","25-29"
393247,2024,"ENG",2,"E92000001","ENGLAND",28,"25-29","25-29"
412417,2024,"E&W",2,"K04000001","ENGLAND AND WALES",28,"25-29","25-29"
19170,2024,"WAL",2,"W92000004","WALES",28,"25-29","25-29"
18532,2024,"REG",2,"E12000001","NORTH EAST",39,"35-39","35-39"
53612,2024,"REG",2,"E12000002","NORTH WEST",39,"35-39","35-39"
38524,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",39,"35-39","35-39"
34199,2024,"REG",2,"E12000004","EAST MIDLANDS",39,"35-39","35-39"
42386,2024,"REG",2,"E12000005","WEST MIDLANDS",39,"35-39","35-39"
46365,2024,"REG",2,"E12000006","EAST",39,"35-39","35-39"
73505,2024,"REG",2,"E12000007","LONDON",39,"35-39","35-39"
67996,2024,"REG",2,"E12000008","SOUTH EAST",39,"35-39","35-39"
37905,2024,"REG",2,"E12000009","SOUTH WEST",39,"35-39","35-39"
413024,2024,"ENG",2,"E92000001","ENGLAND",39,"35-39","35-39"
433862,2024,"E&W",2,"K04000001","ENGLAND AND WALES",39,"35-39","35-39"
20838,2024,"WAL",2,"W92000004","WALES",39,"35-39","35-39"
19104,2024,"REG",2,"E12000001","NORTH EAST",53,"50-54","50-54"
52127,2024,"REG",2,"E12000002","NORTH WEST",53,"50-54","50-54"
38997,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",53,"50-54","50-54"
35778,2024,"REG",2,"E12000004","EAST MIDLANDS",53,"50-54","50-54"
41470,2024,"REG",2,"E12000005","WEST MIDLANDS",53,"50-54","50-54"
45182,2024,"REG",2,"E12000006","EAST",53,"50-54","50-54"
57998,2024,"REG",2,"E12000007","LONDON",53,"50-54","50-54"
67525,2024,"REG",2,"E12000008","SOUTH EAST",53,"50-54","50-54"
40508,2024,"REG",2,"E12000009","SOUTH WEST",53,"50-54","50-54"
398689,2024,"ENG",2,"E92000001","ENGLAND",53,"50-54","50-54"
421298,2024,"E&W",2,"K04000001","ENGLAND AND WALES",53,"50-54","50-54"
17613,2024,"REG",2,"E12000001","NORTH EAST",29,"25-29","25-29"
51336,2024,"REG",2,"E12000002","NORTH WEST",29,"25-29","25-29"
37429,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",29,"25-29","25-29"
32028,2024,"REG",2,"E12000004","EAST MIDLANDS",29,"25-29","25-29"
39840,2024,"REG",2,"E12000005","WEST MIDLANDS",29,"25-29","25-29"
41418,2024,"REG",2,"E12000006","EAST",29,"25-29","25-29"
88393,2024,"REG",2,"E12000007","LONDON",29,"25-29","25-29"
58290,2024,"REG",2,"E12000008","SOUTH EAST",29,"25-29","25-29"
34456,2024,"REG",2,"E12000009","SOUTH WEST",29,"25-29","25-29"
22609,2024,"WAL",2,"W92000004","WALES",53,"50-54","50-54"
17639,2024,"REG",2,"E12000001","NORTH EAST",40,"40-44","40-44"
51443,2024,"REG",2,"E12000002","NORTH WEST",40,"40-44","40-44"
36980,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",40,"40-44","40-44"
32954,2024,"REG",2,"E12000004","EAST MIDLANDS",40,"40-44","40-44"
40710,2024,"REG",2,"E12000005","WEST MIDLANDS",40,"40-44","40-44"
45295,2024,"REG",2,"E12000006","EAST",40,"40-44","40-44"
71154,2024,"REG",2,"E12000007","LONDON",40,"40-44","40-44"
66660,2024,"REG",2,"E12000008","SOUTH EAST",40,"40-44","40-44"
36996,2024,"REG",2,"E12000009","SOUTH WEST",40,"40-44","40-44"
399831,2024,"ENG",2,"E92000001","ENGLAND",40,"40-44","40-44"
419431,2024,"E&W",2,"K04000001","ENGLAND AND WALES",40,"40-44","40-44"
19600,2024,"WAL",2,"W92000004","WALES",40,"40-44","40-44"
400803,2024,"ENG",2,"E92000001","ENGLAND",29,"25-29","25-29"
420522,2024,"E&W",2,"K04000001","ENGLAND AND WALES",29,"25-29","25-29"
19719,2024,"WAL",2,"W92000004","WALES",29,"25-29","25-29"
17395,2024,"REG",2,"E12000001","NORTH EAST",41,"40-44","40-44"
51336,2024,"REG",2,"E12000002","NORTH WEST",41,"40-44","40-44"
36636,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",41,"40-44","40-44"
33068,2024,"REG",2,"E12000004","EAST MIDLANDS",41,"40-44","40-44"
41007,2024,"REG",2,"E12000005","WEST MIDLANDS",41,"40-44","40-44"
44804,2024,"REG",2,"E12000006","EAST",41,"40-44","40-44"
71038,2024,"REG",2,"E12000007","LONDON",41,"40-44","40-44"
67240,2024,"REG",2,"E12000008","SOUTH EAST",41,"40-44","40-44"
36216,2024,"REG",2,"E12000009","SOUTH WEST",41,"40-44","40-44"
398740,2024,"ENG",2,"E92000001","ENGLAND",41,"40-44","40-44"
418654,2024,"E&W",2,"K04000001","ENGLAND AND WALES",41,"40-44","40-44"
19914,2024,"WAL",2,"W92000004","WALES",41,"40-44","40-44"
18224,2024,"REG",2,"E12000001","NORTH EAST",54,"50-54","50-54"
50794,2024,"REG",2,"E12000002","NORTH WEST",54,"50-54","50-54"
37895,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",54,"50-54","50-54"
34127,2024,"REG",2,"E12000004","EAST MIDLANDS",54,"50-54","50-54"
40834,2024,"REG",2,"E12000005","WEST MIDLANDS",54,"50-54","50-54"
43628,2024,"REG",2,"E12000006","EAST",54,"50-54","50-54"
57396,2024,"REG",2,"E12000007","LONDON",54,"50-54","50-54"
64684,2024,"REG",2,"E12000008","SOUTH EAST",54,"50-54","50-54"
39944,2024,"REG",2,"E12000009","SOUTH WEST",54,"50-54","50-54"
387526,2024,"ENG",2,"E92000001","ENGLAND",54,"50-54","50-54"
409233,2024,"E&W",2,"K04000001","ENGLAND AND WALES",54,"50-54","50-54"
21707,2024,"WAL",2,"W92000004","WALES",54,"50-54","50-54"
18101,2024,"REG",2,"E12000001","NORTH EAST",30,"30-34","30-34"
52765,2024,"REG",2,"E12000002","NORTH WEST",30,"30-34","30-34"
38744,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",30,"30-34","30-34"
33651,2024,"REG",2,"E12000004","EAST MIDLANDS",30,"30-34","30-34"
41377,2024,"REG",2,"E12000005","WEST MIDLANDS",30,"30-34","30-34"
43575,2024,"REG",2,"E12000006","EAST",30,"30-34","30-34"
86449,2024,"REG",2,"E12000007","LONDON",30,"30-34","30-34"
60767,2024,"REG",2,"E12000008","SOUTH EAST",30,"30-34","30-34"
36146,2024,"REG",2,"E12000009","SOUTH WEST",30,"30-34","30-34"
411575,2024,"ENG",2,"E92000001","ENGLAND",30,"30-34","30-34"
17276,2024,"REG",2,"E12000001","NORTH EAST",42,"40-44","40-44"
49980,2024,"REG",2,"E12000002","NORTH WEST",42,"40-44","40-44"
36135,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",42,"40-44","40-44"
32261,2024,"REG",2,"E12000004","EAST MIDLANDS",42,"40-44","40-44"
40343,2024,"REG",2,"E12000005","WEST MIDLANDS",42,"40-44","40-44"
45138,2024,"REG",2,"E12000006","EAST",42,"40-44","40-44"
69681,2024,"REG",2,"E12000007","LONDON",42,"40-44","40-44"
66736,2024,"REG",2,"E12000008","SOUTH EAST",42,"40-44","40-44"
36435,2024,"REG",2,"E12000009","SOUTH WEST",42,"40-44","40-44"
393985,2024,"ENG",2,"E92000001","ENGLAND",42,"40-44","40-44"
413692,2024,"E&W",2,"K04000001","ENGLAND AND WALES",42,"40-44","40-44"
18600,2024,"REG",2,"E12000001","NORTH EAST",55,"55-59","55-59"
52061,2024,"REG",2,"E12000002","NORTH WEST",55,"55-59","55-59"
38764,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",55,"55-59","55-59"
